Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,PoolArea,PoolQC,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePriceOverMean
1184,30,RL,60,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1Story,5,6,1920,1950,Hip,CompShg,Stucco,BrkTil,TA,TA,No,Rec,821,1120,GasA,Ex,Y,SBrkr,1130,0,2,1,TA,5,Typ,1,Gd,Detchd,1970,2,720,TA,Y,229,0,NA,NA,6,2006,WD,Normal,120000,FALSE
1185,20,RL,50,35133,Grvl,NA,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,1Fam,1Story,5,4,1963,1963,Hip,CompShg,MetalSd,CBlock,TA,TA,Gd,Rec,1159,1572,GasA,Gd,Y,SBrkr,1572,0,3,1,TA,5,Typ,2,TA,2Types,1963,3,995,TA,Y,0,0,NA,NA,5,2007,WD,Normal,186700,TRUE
1186,50,RL,60,9738,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,AsbShng,BrkTil,TA,TA,No,BLQ,392,784,GasA,Gd,Y,SBrkr,949,272,4,1,TA,7,Typ,0,NA,Attchd,1965,1,392,TA,Y,0,0,NA,NA,3,2006,WD,Normal,104900,FALSE
1187,190,RL,107,10615,Pave,NA,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,2fmCon,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,CBlock,Fa,TA,Mn,BLQ,440,978,GasA,TA,Y,SBrkr,1014,685,3,2,TA,7,Typ,0,NA,CarPort,1920,2,420,Fa,Y,0,0,NA,NA,8,2009,WD,Abnorml,95000,FALSE
1188,20,RL,89,12461,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,1Fam,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,PConc,Gd,TA,No,GLQ,1456,1624,GasA,Ex,Y,SBrkr,1624,0,2,1,Gd,5,Typ,1,Fa,Attchd,1994,3,757,TA,Y,0,0,NA,GdPrv,7,2006,WD,Normal,262000,TRUE
1189,60,RL,68,8935,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,PConc,Gd,TA,No,Unf,0,831,GasA,Ex,Y,SBrkr,831,829,3,1,Gd,7,Typ,0,NA,Attchd,2002,2,493,TA,Y,144,0,NA,NA,7,2009,WD,Normal,195000,TRUE
1190,60,RL,60,7500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,PConc,TA,TA,No,Unf,0,994,GasA,Gd,Y,SBrkr,1028,776,3,1,Gd,7,Typ,1,TA,Attchd,1999,2,442,TA,Y,140,0,NA,NA,6,2010,WD,Normal,189000,TRUE
1191,190,RL,NA,32463,Pave,NA,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,2fmCon,1Story,4,4,1961,1975,Gable,CompShg,MetalSd,CBlock,TA,TA,Av,BLQ,1159,1249,GasA,Ex,Y,SBrkr,1622,0,3,1,TA,7,Typ,1,TA,2Types,1975,4,1356,TA,Y,439,0,NA,NA,3,2007,WD,Normal,168000,FALSE
1192,160,FV,24,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,PConc,Gd,TA,No,Unf,0,776,GasA,Ex,Y,SBrkr,764,677,2,1,Gd,5,Typ,0,NA,Detchd,1999,2,492,TA,Y,206,0,NA,NA,11,2007,WD,Normal,174000,FALSE
1193,50,RM,60,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,5,8,1925,1994,Gambrel,CompShg,VinylSd,PConc,TA,TA,Mn,Unf,0,702,GasA,Gd,Y,SBrkr,842,630,3,1,Gd,6,Typ,0,NA,Detchd,1925,1,250,TA,P,0,0,NA,GdWo,7,2007,WD,Normal,125000,FALSE
1194,120,RM,NA,4500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,CompShg,VinylSd,PConc,Ex,TA,No,GLQ,883,1224,GasA,Ex,Y,SBrkr,1224,0,2,1,TA,5,Typ,0,NA,Attchd,1999,2,402,TA,Y,0,0,NA,NA,6,2009,WD,Normal,165000,FALSE
1195,60,RL,80,9364,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,1Fam,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,CBlock,TA,TA,No,ALQ,371,663,GasA,TA,Y,SBrkr,663,689,4,1,TA,7,Typ,0,NA,Attchd,1969,1,299,TA,Y,379,0,NA,MnPrv,3,2010,WD,Normal,158000,FALSE
1196,60,RL,51,8029,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,PConc,Gd,TA,No,Unf,0,728,GasA,Ex,Y,SBrkr,728,728,3,1,Gd,8,Typ,0,NA,Attchd,2005,2,400,TA,Y,100,0,NA,NA,7,2008,WD,Normal,176000,FALSE
1197,60,RL,58,14054,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,Unf,0,879,GasA,Ex,Y,SBrkr,879,984,4,1,Gd,9,Typ,1,Gd,BuiltIn,2006,3,660,TA,Y,100,0,NA,NA,11,2006,New,Partial,219210,TRUE
1198,75,RM,65,8850,Pave,NA,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,1Fam,2.5Unf,7,6,1916,1950,Gable,CompShg,MetalSd,BrkTil,TA,TA,No,Unf,0,815,GasA,Ex,Y,SBrkr,815,875,3,1,TA,7,Typ,1,Gd,Detchd,1916,1,225,TA,Y,0,0,NA,NA,7,2006,ConLw,Normal,144000,FALSE
1199,20,RL,70,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,PConc,Gd,TA,No,Unf,0,1212,GasA,Ex,Y,SBrkr,1212,0,3,1,Gd,6,Typ,0,NA,Attchd,2001,2,573,TA,Y,356,0,NA,NA,6,2009,WD,Normal,178000,FALSE
1200,20,RL,75,11235,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1Story,4,5,1963,1979,Gable,CompShg,HdBoard,CBlock,TA,TA,No,Rec,547,1051,GasA,Gd,Y,SBrkr,1382,0,3,1,TA,6,Typ,1,Po,Attchd,1974,2,459,TA,Y,0,0,NA,NA,10,2006,WD,Normal,148000,FALSE
1201,20,RL,71,9353,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,1Fam,1Story,4,5,1970,1970,Gable,CompShg,MetalSd,CBlock,TA,TA,No,Unf,0,864,GasA,Gd,Y,SBrkr,864,0,3,1,TA,5,Typ,0,NA,Attchd,1972,1,280,TA,Y,0,0,NA,NA,7,2006,Oth,Abnorml,116050,FALSE
1202,60,RL,80,10400,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,Unf,0,866,GasA,Ex,Y,SBrkr,866,913,3,1,Gd,6,Typ,0,NA,Attchd,1998,2,546,TA,Y,198,0,NA,NA,3,2009,WD,Normal,197900,TRUE
1203,50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,1Fam,1.5Fin,5,8,1925,1997,Gable,CompShg,Wd Sdng,BrkTil,TA,TA,No,Unf,0,884,GasA,Ex,Y,SBrkr,884,464,3,1,TA,5,Typ,1,Fa,Detchd,1960,1,216,TA,N,0,0,NA,NA,5,2009,WD,Normal,117000,FALSE
1204,20,RL,75,9750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,PConc,Gd,TA,No,Unf,0,1630,GasA,Ex,Y,SBrkr,1630,0,3,1,Gd,6,Typ,1,TA,Attchd,2000,2,451,TA,Y,74,0,NA,NA,10,2009,WD,Normal,213000,TRUE
1205,20,RL,78,10140,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,CBlock,Gd,TA,No,ALQ,788,1056,GasA,Ex,Y,SBrkr,1074,0,3,1,TA,6,Typ,0,NA,Attchd,1975,2,495,TA,Y,0,0,NA,MnPrv,7,2006,WD,Normal,153500,FALSE
1206,20,RL,90,14684,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,1Fam,1Story,7,7,1990,1991,Hip,CompShg,HdBoard,CBlock,Gd,TA,Mn,ALQ,485,2158,GasA,Gd,Y,SBrkr,2196,0,3,1,Gd,7,Typ,1,TA,Attchd,1990,3,701,TA,Y,84,0,NA,NA,6,2009,WD,Normal,271900,TRUE
1207,20,RH,NA,8900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,1Story,4,4,1966,1966,Gable,CompShg,HdBoard,CBlock,TA,TA,No,Rec,1056,1056,GasA,TA,Y,SBrkr,1056,0,2,1,TA,5,Typ,0,NA,Detchd,1966,1,384,TA,Y,0,0,NA,MnPrv,11,2006,WD,Normal,107000,FALSE
1208,20,RL,70,9135,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,GLQ,340,1682,GasA,Ex,Y,SBrkr,1700,0,3,1,Gd,7,Typ,0,NA,Attchd,2003,2,544,TA,Y,192,0,NA,NA,5,2006,WD,Normal,200000,TRUE
1209,20,RL,70,7763,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,1Fam,1Story,5,7,1962,1980,Gable,CompShg,MetalSd,CBlock,TA,TA,No,Rec,504,931,GasA,TA,Y,SBrkr,1283,0,3,1,TA,6,Typ,0,NA,Detchd,1980,2,506,TA,Y,0,0,NA,NA,10,2008,WD,Normal,140000,FALSE
1210,20,RL,85,10182,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRNn,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,PConc,Ex,TA,Mn,GLQ,1220,1660,GasA,Ex,Y,SBrkr,1660,0,3,1,Gd,8,Typ,1,Gd,Attchd,2006,2,500,TA,Y,322,0,NA,NA,5,2006,New,Partial,290000,TRUE
1211,60,RL,70,11218,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,PConc,Gd,TA,No,Unf,0,1055,GasA,Ex,Y,SBrkr,1055,790,3,1,Gd,8,Typ,1,TA,Attchd,1992,2,462,TA,Y,635,0,NA,GdPrv,5,2010,WD,Normal,189000,TRUE
1212,50,RL,152,12134,Pave,NA,IR1,Bnk,AllPub,Inside,Mod,Gilbert,Norm,1Fam,1.5Fin,8,7,1988,2005,Gable,CompShg,Wd Sdng,Wood,Gd,TA,Av,GLQ,427,559,GasA,Gd,Y,SBrkr,1080,672,4,1,TA,8,Typ,0,NA,Basment,1988,2,492,TA,Y,325,0,NA,NA,6,2010,WD,Normal,164000,FALSE
1213,30,RL,50,9340,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,6,1941,1950,Hip,CompShg,MetalSd,CBlock,TA,TA,No,Rec,344,672,GasA,TA,Y,SBrkr,672,0,2,1,TA,4,Typ,0,NA,Attchd,1941,1,234,TA,N,0,0,NA,NA,8,2009,WD,Normal,113000,FALSE
1214,80,RL,NA,10246,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,1Fam,SLvl,4,9,1965,2001,Gable,CompShg,VinylSd,CBlock,TA,Gd,Av,GLQ,648,648,GasA,Ex,Y,SBrkr,960,0,0,1,TA,3,Typ,0,NA,Attchd,1965,1,364,TA,Y,88,0,NA,NA,5,2006,WD,Normal,145000,FALSE
1215,85,RL,69,10205,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,CBlock,TA,TA,Av,BLQ,784,925,GasA,TA,Y,SBrkr,999,0,3,1,TA,6,Typ,0,NA,Attchd,1962,1,300,TA,Y,150,0,NA,NA,5,2006,WD,Normal,134500,FALSE
1216,20,RL,99,7094,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,VinylSd,CBlock,TA,TA,No,Rec,180,894,GasA,TA,Y,SBrkr,894,0,3,1,TA,5,Typ,0,NA,Detchd,1966,1,384,TA,Y,0,0,NA,MnPrv,5,2007,WD,Normal,125000,FALSE
1217,90,RM,68,8930,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,Slab,NA,NA,NA,NA,0,0,GasA,TA,Y,SBrkr,1318,584,4,2,TA,8,Typ,0,NA,Attchd,1978,2,539,TA,Y,0,0,NA,NA,4,2010,WD,Normal,112000,FALSE
1218,20,FV,72,8640,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,5,2009,2009,Gable,CompShg,CemntBd,PConc,Gd,TA,Mn,GLQ,936,1300,GasA,Ex,Y,SBrkr,1314,0,3,1,Gd,6,Typ,0,NA,Attchd,2009,2,552,TA,Y,135,0,NA,NA,9,2009,New,Partial,229456,TRUE
1219,50,RM,52,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,4,5,1947,1950,Gable,CompShg,AsbShng,Slab,NA,NA,NA,NA,0,0,GasA,Gd,N,SBrkr,672,240,2,1,TA,3,Typ,0,NA,NA,NA,0,0,NA,N,0,0,NA,NA,7,2006,WD,Normal,80500,FALSE
1220,160,RM,21,1680,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,CemntBd,CBlock,TA,TA,No,Unf,0,672,GasA,TA,Y,SBrkr,672,546,3,1,TA,7,Typ,0,NA,NA,NA,0,0,NA,N,201,0,NA,NA,4,2006,WD,Abnorml,91500,FALSE
1221,20,RL,66,7800,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,CBlock,TA,TA,No,Rec,312,912,GasA,TA,Y,SBrkr,912,0,2,1,TA,5,Typ,0,NA,Attchd,1964,1,288,TA,Y,0,0,NA,NA,11,2006,WD,Abnorml,115000,FALSE
1222,20,RL,55,8250,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,CBlock,TA,TA,No,BLQ,250,952,GasA,Ex,Y,SBrkr,1211,0,3,1,TA,5,Typ,1,TA,Attchd,1968,1,322,TA,Y,0,0,NA,NA,8,2008,WD,Normal,134000,FALSE
1223,50,RL,78,10496,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Artery,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,Wd Sdng,CBlock,TA,TA,Mn,Rec,196,1040,GasA,Ex,Y,SBrkr,1168,678,3,1,TA,7,Typ,1,Gd,Attchd,1949,1,315,TA,Y,0,0,NA,GdWo,1,2007,WD,Normal,143000,FALSE
1224,20,RL,89,10680,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,1Fam,1Story,5,3,1951,1951,Hip,CompShg,Wd Sdng,CBlock,TA,Fa,No,LwQ,756,2136,GasA,TA,N,FuseA,2136,0,4,1,TA,7,Mod,0,NA,Detchd,1951,2,528,TA,Y,0,0,NA,MnPrv,10,2006,WD,Normal,137900,FALSE
1225,60,RL,60,15384,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,GLQ,724,788,GasA,Ex,Y,SBrkr,788,702,3,1,Gd,8,Typ,1,Gd,Attchd,2004,2,388,TA,Y,100,0,NA,NA,2,2008,WD,Normal,184000,TRUE
1226,80,RL,65,10482,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,1Fam,SLvl,6,8,1958,1958,Hip,CompShg,VinylSd,CBlock,TA,TA,Av,GLQ,507,588,GasA,Ex,Y,SBrkr,1138,0,3,1,TA,6,Typ,0,NA,Attchd,1958,1,264,TA,Y,224,0,NA,MnWw,6,2007,WD,Normal,145000,FALSE
1227,60,RL,86,14598,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Feedr,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,PConc,Gd,TA,Mn,Unf,0,894,GasA,Ex,Y,SBrkr,894,1039,4,1,Gd,9,Typ,1,Gd,BuiltIn,2007,3,668,TA,Y,100,0,NA,NA,1,2008,WD,Normal,214000,TRUE
1228,20,RL,72,8872,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,"NAmes",Norm,1Fam,1Story,5,8,1965,2008,Gable,CompShg,VinylSd,CBlock,TA,TA,No,ALQ,595,912,GasA,Ex,Y,SBrkr,912,0,2,1,Gd,5,Typ,0,NA,Detchd,1992,2,576,TA,Y,0,0,NA,NA,12,2008,WD,Normal,147000,FALSE
1229,120,RL,65,8769,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,MetalSd,PConc,Ex,TA,No,GLQ,1540,1702,GasA,Ex,Y,SBrkr,1702,0,1,1,Ex,7,Typ,1,Gd,Attchd,2008,3,1052,TA,Y,0,0,NA,NA,10,2008,New,Partial,367294,TRUE
1230,80,RL,70,7910,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,1Fam,SLvl,5,5,1960,1960,Hip,CompShg,BrkFace,CBlock,TA,TA,No,ALQ,666,1075,GasA,Gd,Y,SBrkr,1507,0,4,1,TA,7,Maj1,0,NA,Basment,1960,1,404,TA,Y,0,0,NA,GdWo,8,2008,WD,Normal,127000,FALSE
1231,90,RL,NA,18890,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Duplex,1.5Fin,5,5,1977,1977,Shed,CompShg,Plywood,CBlock,Gd,TA,No,GLQ,498,1361,GasA,Ex,Y,SBrkr,1361,1259,4,2,TA,12,Typ,1,TA,BuiltIn,1977,2,600,TA,N,155,0,NA,NA,8,2007,WD,Normal,190000,TRUE
1232,90,RL,70,7728,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,Duplex,SLvl,5,6,1962,1962,Hip,CompShg,Wd Sdng,CBlock,TA,TA,Av,ALQ,803,1106,GasA,TA,Y,SBrkr,1190,0,3,1,TA,6,Typ,0,NA,Attchd,1962,2,540,TA,Y,0,0,NA,GdWo,5,2006,WD,Normal,132500,FALSE
1233,90,RL,70,9842,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,"NAmes",Norm,Duplex,1Story,4,5,1962,1962,Gable,CompShg,HdBoard,Slab,NA,NA,NA,NA,0,0,GasA,TA,Y,SBrkr,1224,0,2,2,TA,6,Typ,0,NA,CarPort,1962,2,462,TA,Y,0,0,NA,NA,3,2007,WD,Normal,101800,FALSE
1234,20,RL,NA,12160,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,Plywood,CBlock,TA,TA,No,Rec,1000,1188,GasA,Fa,Y,SBrkr,1188,0,3,1,TA,6,Typ,0,NA,Attchd,1959,2,531,TA,Y,0,0,NA,MnPrv,5,2010,COD,Abnorml,142000,FALSE
1235,70,RH,55,8525,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,1Fam,2Story,5,6,1911,1950,Gable,CompShg,MetalSd,PConc,TA,TA,Av,Unf,0,940,GasA,TA,N,FuseA,1024,940,4,1,TA,7,Typ,0,NA,NA,NA,0,0,NA,N,0,0,NA,NA,11,2008,WD,Abnorml,130000,FALSE
1236,70,RL,96,13132,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,2Story,5,5,1914,1950,Gable,CompShg,Wd Sdng,BrkTil,Gd,TA,Mn,Unf,0,747,GasA,Gd,Y,FuseF,892,892,4,1,TA,9,Typ,0,NA,Detchd,1914,1,180,Fa,N,203,0,NA,NA,7,2006,WD,Normal,138887,FALSE
1237,160,RL,36,2628,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,PConc,Gd,TA,No,Unf,0,764,GasA,Ex,Y,SBrkr,764,862,2,1,Gd,6,Typ,0,NA,BuiltIn,2003,2,474,TA,Y,0,0,NA,NA,6,2010,WD,Normal,175500,FALSE
1238,60,RL,41,12393,Pave,NA,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,PConc,Gd,TA,No,Unf,0,847,GasA,Ex,Y,SBrkr,847,1101,4,1,Gd,8,Typ,1,Gd,BuiltIn,2004,2,434,TA,Y,100,0,NA,NA,9,2006,WD,Normal,195000,TRUE
1239,20,RL,63,13072,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,PConc,Gd,TA,No,Unf,0,1141,GasA,Ex,Y,SBrkr,1141,0,3,1,TA,6,Typ,0,NA,Detchd,2005,2,484,TA,Y,0,0,NA,NA,3,2006,WD,Abnorml,142500,FALSE
1240,20,RL,64,9037,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,PConc,Gd,TA,Av,GLQ,428,1476,GasA,Ex,Y,SBrkr,1484,0,2,1,Ex,6,Typ,1,Gd,Attchd,2006,2,472,TA,Y,120,0,NA,NA,12,2007,WD,Normal,265900,TRUE
1241,60,RL,65,8158,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,PConc,Gd,TA,No,GLQ,550,884,GasA,Ex,Y,SBrkr,884,884,3,1,Gd,8,Typ,0,NA,Attchd,2003,2,543,TA,Y,0,0,NA,NA,7,2008,WD,Normal,224900,TRUE
1242,20,RL,83,9849,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,1Story,7,6,2007,2007,Hip,CompShg,VinylSd,PConc,Gd,TA,Av,Unf,0,1689,GasA,Ex,Y,SBrkr,1689,0,3,1,Gd,7,Typ,0,NA,Attchd,2007,3,954,TA,Y,0,0,NA,NA,6,2007,New,Partial,248328,TRUE
1243,85,RL,85,10625,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,SFoyer,7,6,1974,1974,Gable,CompShg,Plywood,CBlock,Gd,TA,Gd,GLQ,885,1053,GasA,TA,Y,SBrkr,1173,0,3,1,Gd,6,Typ,2,TA,Attchd,1974,2,528,TA,Y,0,0,NA,MnPrv,1,2010,WD,Family,170000,FALSE
1244,20,RL,107,13891,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,10,5,2006,2006,Gable,CompShg,VinylSd,PConc,Ex,Gd,Gd,GLQ,1386,2076,GasA,Ex,Y,SBrkr,2076,0,2,1,Ex,7,Typ,1,Gd,Attchd,2006,3,850,TA,Y,216,0,NA,NA,9,2006,New,Partial,465000,TRUE
1245,70,RL,NA,11435,Pave,NA,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,1Fam,2Story,8,7,1929,1950,Gable,CompShg,BrkFace,PConc,Gd,TA,No,Unf,0,792,GasA,Fa,Y,SBrkr,792,725,3,1,Gd,7,Typ,2,Gd,Detchd,1931,2,400,TA,Y,0,0,NA,NA,6,2006,WD,Normal,230000,TRUE
1246,80,RL,78,12090,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,SLvl,6,7,1984,2003,Hip,CompShg,VinylSd,CBlock,Gd,TA,No,Unf,0,585,GasA,Ex,Y,SBrkr,1140,728,3,1,TA,7,Typ,1,TA,BuiltIn,1984,2,477,TA,Y,268,0,NA,NA,1,2007,WD,Abnorml,178000,FALSE
1247,60,FV,65,8125,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,PConc,Gd,TA,No,Unf,0,756,GasA,Ex,Y,SBrkr,756,797,3,1,Gd,6,Typ,0,NA,Attchd,2005,2,615,TA,Y,0,0,NA,NA,3,2006,New,Partial,186500,TRUE
1248,80,RL,NA,12328,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,CBlock,TA,TA,Av,GLQ,539,1012,GasA,TA,Y,SBrkr,1034,0,3,1,TA,6,Typ,0,NA,Attchd,1976,3,888,TA,Y,0,0,NA,NA,5,2010,WD,Normal,169900,FALSE
1249,75,RM,60,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,2.5Unf,6,5,1917,1950,Gable,CompShg,AsbShng,BrkTil,Gd,TA,No,Rec,319,735,OthW,Fa,N,SBrkr,1134,924,3,1,TA,8,Typ,1,Gd,Detchd,1950,2,396,Fa,P,0,0,NA,NA,4,2008,WD,Normal,129500,FALSE
1250,20,RL,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,1Fam,1Story,5,7,1950,1950,Gable,CompShg,MetalSd,CBlock,TA,TA,No,BLQ,534,876,GasA,TA,Y,SBrkr,988,0,3,1,TA,6,Typ,0,NA,Attchd,1950,1,276,TA,Y,0,0,NA,NA,5,2007,WD,Normal,119000,FALSE
1251,20,RL,93,11160,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,"NAmes",Norm,1Fam,1Story,7,5,1968,1968,Hip,CompShg,BrkFace,CBlock,TA,TA,No,ALQ,1065,2110,GasA,Ex,Y,SBrkr,2110,0,3,1,Ex,8,Typ,2,TA,Attchd,1968,2,522,TA,Y,0,0,NA,NA,4,2010,WD,Normal,244000,TRUE
